Sinusoidal surface atom positions

 100 atoms
 1 atom types

 0 10 xlo xhi
 0 10.999874127673875 xlo xhi
 -0.010000000000000002 0.010000000000000002 zlo zhi

Atoms

 1 1 0.0 10.0 0 0 0 0 0 0 0
 2 1 0.0 0.0 0 0 0 0 0 0 0
 3 1 0.0 0.10101010101010101 0 0 0 0 0 0 0
 4 1 0.0 0.20202020202020202 0 0 0 0 0 0 0
 5 1 0.0 0.30303030303030304 0 0 0 0 0 0 0
 6 1 0.0 0.40404040404040403 0 0 0 0 0 0 0
 7 1 0.0 0.5050505050505051 0 0 0 0 0 0 0
 8 1 0.0 0.6060606060606061 0 0 0 0 0 0 0
 9 1 0.0 0.7070707070707071 0 0 0 0 0 0 0
 10 1 0.0 0.8080808080808081 0 0 0 0 0 0 0
 11 1 0.0 0.9090909090909091 0 0 0 0 0 0 0
 12 1 0.0 1.0101010101010102 0 0 0 0 0 0 0
 13 1 0.0 1.1111111111111112 0 0 0 0 0 0 0
 14 1 0.0 1.2121212121212122 0 0 0 0 0 0 0
 15 1 0.0 1.3131313131313131 0 0 0 0 0 0 0
 16 1 0.0 1.4141414141414141 0 0 0 0 0 0 0
 17 1 0.0 1.5151515151515151 0 0 0 0 0 0 0
 18 1 0.0 1.6161616161616161 0 0 0 0 0 0 0
 19 1 0.0 1.7171717171717171 0 0 0 0 0 0 0
 20 1 0.0 1.8181818181818181 0 0 0 0 0 0 0
 21 1 0.0 1.9191919191919191 0 0 0 0 0 0 0
 22 1 0.0 2.0202020202020203 0 0 0 0 0 0 0
 23 1 0.0 2.121212121212121 0 0 0 0 0 0 0
 24 1 0.0 2.2222222222222223 0 0 0 0 0 0 0
 25 1 0.0 2.323232323232323 0 0 0 0 0 0 0
 26 1 0.0 2.4242424242424243 0 0 0 0 0 0 0
 27 1 0.0 2.525252525252525 0 0 0 0 0 0 0
 28 1 0.0 2.6262626262626263 0 0 0 0 0 0 0
 29 1 0.0 2.727272727272727 0 0 0 0 0 0 0
 30 1 0.0 2.8282828282828283 0 0 0 0 0 0 0
 31 1 0.0 2.929292929292929 0 0 0 0 0 0 0
 32 1 0.0 3.0303030303030303 0 0 0 0 0 0 0
 33 1 0.0 3.131313131313131 0 0 0 0 0 0 0
 34 1 0.0 3.2323232323232323 0 0 0 0 0 0 0
 35 1 0.0 3.3333333333333335 0 0 0 0 0 0 0
 36 1 0.0 3.4343434343434343 0 0 0 0 0 0 0
 37 1 0.0 3.5353535353535355 0 0 0 0 0 0 0
 38 1 0.0 3.6363636363636362 0 0 0 0 0 0 0
 39 1 0.0 3.7373737373737375 0 0 0 0 0 0 0
